issue_key,comment_id,comment_created_datetimetz,comment_updated_datetimetz,comment_author_id,comment_author_name,comment_author_timezone,comment_author_update_id,comment_author_update_name,comment_author_update_timezone,comment_body,project
HELIX-703,16522846,2018-06-25T21:32:45.952+0000,2018-06-25T21:32:45.952+0000,githubbot,ASF GitHub Bot,Etc/UTC,githubbot,ASF GitHub Bot,Etc/UTC,"GitHub user narendly opened a pull request:

    https://github.com/apache/helix/pull/203

    [HELIX-703] Change print statement to log statement

    

You can merge this pull request into a Git repository by running:

    $ git pull https://github.com/narendly/helix master

Alternatively you can review and apply these changes as the patch at:

    https://github.com/apache/helix/pull/203.patch

To close this pull request, make a commit to your master/trunk branch
with (at least) the following in the commit message:

    This closes #203
    
----
commit 0d77cbafc6534dd7b0e9867b1dbf8a2266fd2281
Author: Hunter Lee <narendly@...>
Date:   2018-06-25T21:31:00Z

    [HELIX-703] Change print statement to log statement

----
",helix
HELIX-703,16524264,2018-06-26T22:10:52.317+0000,2018-06-26T22:10:52.317+0000,githubbot,ASF GitHub Bot,Etc/UTC,githubbot,ASF GitHub Bot,Etc/UTC,"Github user asfgit closed the pull request at:

    https://github.com/apache/helix/pull/203
",helix
HELIX-703,16524268,2018-06-26T22:14:55.416+0000,2018-06-26T22:14:55.416+0000,hudson,Hudson,Etc/UTC,hudson,Hudson,Etc/UTC,"FAILURE: Integrated in Jenkins build helix #1469 (See [https://builds.apache.org/job/helix/1469/])
[HELIX-703] Change print statement to log statement (narendly: rev 0d77cbafc6534dd7b0e9867b1dbf8a2266fd2281)
* (edit) helix-core/src/main/java/org/apache/helix/ConfigAccessor.java
* (edit) helix-core/src/main/java/org/apache/helix/manager/zk/ZKUtil.java
",helix
HELIX-701,16470359,2018-05-10T12:59:17.652+0000,2018-05-10T12:59:17.652+0000,githubbot,ASF GitHub Bot,Etc/UTC,githubbot,ASF GitHub Bot,Etc/UTC,"Github user lujiefsi commented on the issue:

    https://github.com/apache/helix/pull/200
  
    we should combine https://issues.apache.org/jira/browse/HELIX-701 with this pull request,
",helix
HELIX-701,16471422,2018-05-11T03:02:23.105+0000,2018-05-11T03:02:23.105+0000,githubbot,ASF GitHub Bot,Etc/UTC,githubbot,ASF GitHub Bot,Etc/UTC,"Github user brettKK commented on the issue:

    https://github.com/apache/helix/pull/200
  
    @lujiefsi , https://issues.apache.org/jira/browse/HELIX-701 has been automatically associated with this PR.
",helix
HELIX-800,16778494,2019-02-26T19:42:20.120+0000,2019-02-26T19:42:20.120+0000,hudson,Hudson,Etc/UTC,hudson,Hudson,Etc/UTC,"FAILURE: Integrated in Jenkins build helix #1602 (See [https://builds.apache.org/job/helix/1602/])
[HELIX-800] TASK: Fix Participant-side log (narendly: rev 3d7c162d6e10589e8079a0690b538473bf2645de)
* (edit) helix-core/src/main/java/org/apache/helix/task/TaskStateModel.java
",helix
HELIX-799,16778493,2019-02-26T19:42:18.807+0000,2019-02-26T19:42:18.807+0000,hudson,Hudson,Etc/UTC,hudson,Hudson,Etc/UTC,"FAILURE: Integrated in Jenkins build helix #1602 (See [https://builds.apache.org/job/helix/1602/])
[HELIX-799] TEST: Fix TestTaskRebalancerFailover (narendly: rev 010d786cc2df1b3e2f4c5c9e1e4c04f77527b2a9)
* (edit) helix-core/src/test/java/org/apache/helix/integration/task/TestTaskRebalancerFailover.java
",helix
HELIX-798,16778492,2019-02-26T19:42:17.600+0000,2019-02-26T19:42:17.600+0000,hudson,Hudson,Etc/UTC,hudson,Hudson,Etc/UTC,"FAILURE: Integrated in Jenkins build helix #1602 (See [https://builds.apache.org/job/helix/1602/])
[HELIX-798] HELIX: Implement auto-exit of maintenance mode (narendly: rev 313affc2e020068a1e5e7c5e92224d3299b1a404)
* (edit) helix-core/src/main/java/org/apache/helix/model/ClusterConfig.java
* (edit) helix-core/src/main/java/org/apache/helix/controller/GenericHelixController.java
* (edit) helix-core/src/main/java/org/apache/helix/manager/zk/ZKHelixDataAccessor.java
* (edit) helix-core/src/main/java/org/apache/helix/model/MaintenanceSignal.java
* (edit) helix-core/src/test/java/org/apache/helix/integration/controller/TestClusterMaintenanceMode.java
* (edit) helix-core/src/test/java/org/apache/helix/mock/MockHelixAdmin.java
* (edit) helix-core/src/main/java/org/apache/helix/controller/stages/BestPossibleStateCalcStage.java
* (edit) helix-core/src/main/java/org/apache/helix/controller/dataproviders/BaseControllerDataProvider.java
* (edit) helix-core/src/main/java/org/apache/helix/controller/stages/IntermediateStateCalcStage.java
* (edit) helix-core/src/main/java/org/apache/helix/manager/zk/ZKHelixAdmin.java
* (edit) helix-core/src/main/java/org/apache/helix/HelixAdmin.java
* (edit) helix-core/src/main/java/org/apache/helix/controller/pipeline/AsyncWorkerType.java
* (add) helix-core/src/main/java/org/apache/helix/controller/stages/MaintenanceRecoveryStage.java
",helix
HELIX-796,16777488,2019-02-26T02:12:21.651+0000,2019-02-26T02:12:21.651+0000,hudson,Hudson,Etc/UTC,hudson,Hudson,Etc/UTC,"FAILURE: Integrated in Jenkins build helix #1600 (See [https://builds.apache.org/job/helix/1600/])
[HELIX-796] HELIX: Add fields to MaintenanceSignal (narendly: rev 4cd7269e933602de6029534cf20290d7955e0801)
* (edit) helix-core/src/main/java/org/apache/helix/model/MaintenanceSignal.java
",helix
HELIX-795,16777487,2019-02-26T02:12:20.392+0000,2019-02-26T02:12:20.392+0000,hudson,Hudson,Etc/UTC,hudson,Hudson,Etc/UTC,"FAILURE: Integrated in Jenkins build helix #1600 (See [https://builds.apache.org/job/helix/1600/])
[HELIX-795] TASK: Drop tasks upon Participant reconnect (narendly: rev f9f89a79768156ef7341262cbb25a40d7dafeb1e)
* (edit) helix-core/src/main/java/org/apache/helix/manager/zk/CurStateCarryOverUpdater.java
* (edit) helix-core/src/main/java/org/apache/helix/task/JobDispatcher.java
* (edit) helix-core/src/main/java/org/apache/helix/participant/HelixStateMachineEngine.java
* (add) helix-core/src/test/java/org/apache/helix/integration/task/TestDropOnParticipantReset.java
* (edit) helix-core/src/main/java/org/apache/helix/task/TaskStateModel.java
",helix
HELIX-794,16777486,2019-02-26T02:12:19.298+0000,2019-02-26T02:12:19.298+0000,hudson,Hudson,Etc/UTC,hudson,Hudson,Etc/UTC,"FAILURE: Integrated in Jenkins build helix #1600 (See [https://builds.apache.org/job/helix/1600/])
[HELIX-794] TASK: Fix double-booking of tasks upon Participant (narendly: rev ddb3690486a631efa9db704531781745d02ee546)
* (add) helix-core/src/test/java/org/apache/helix/integration/task/TestNoDoubleAssign.java
* (edit) helix-core/src/main/java/org/apache/helix/task/AbstractTaskDispatcher.java
* (edit) helix-core/src/main/java/org/apache/helix/task/JobDispatcher.java
",helix
HELIX-793,16777485,2019-02-26T02:12:18.005+0000,2019-02-26T02:12:18.005+0000,hudson,Hudson,Etc/UTC,hudson,Hudson,Etc/UTC,"FAILURE: Integrated in Jenkins build helix #1600 (See [https://builds.apache.org/job/helix/1600/])
[HELIX-793] TASK: Make TaskAssigner honor instance constraints     (narendly: rev 2f22df63daccb86836fba411d65e78fbecf174ee)
* (edit) helix-core/src/main/java/org/apache/helix/task/assigner/ThreadCountBasedTaskAssigner.java
* (edit) helix-core/src/main/java/org/apache/helix/task/ThreadCountBasedTaskAssignmentCalculator.java
* (edit) helix-core/src/main/java/org/apache/helix/task/assigner/TaskAssigner.java
* (edit) helix-core/src/test/java/org/apache/helix/task/assigner/TestThreadCountBasedTaskAssigner.java
* (edit) helix-core/src/main/java/org/apache/helix/task/AssignableInstanceManager.java
",helix
HELIX-792,16777484,2019-02-26T02:12:16.654+0000,2019-02-26T02:12:16.654+0000,hudson,Hudson,Etc/UTC,hudson,Hudson,Etc/UTC,"FAILURE: Integrated in Jenkins build helix #1600 (See [https://builds.apache.org/job/helix/1600/])
[HELIX-792] HELIX: fix typo in WorkflowDataProvider (narendly: rev 4561496b4fb8a5791e371b202ff1a0e2d11ff73c)
* (edit) helix-core/src/main/java/org/apache/helix/controller/dataproviders/WorkflowControllerDataProvider.java
",helix
HELIX-791,16777448,2019-02-26T01:02:21.310+0000,2019-02-26T01:02:21.310+0000,hudson,Hudson,Etc/UTC,hudson,Hudson,Etc/UTC,"FAILURE: Integrated in Jenkins build helix #1596 (See [https://builds.apache.org/job/helix/1596/])
[HELIX-791] TASK2.0: Add RuntimeJobDag with job iterator functionality (narendly: rev 429bc24a6e35a3a9ef8f10dc3b5c8c0553c6bf4c)
* (add) helix-core/src/main/java/org/apache/helix/task/RuntimeJobDag.java
* (add) helix-core/src/test/java/org/apache/helix/integration/task/TestRuntimeJobDag.java
* (edit) helix-core/src/main/java/org/apache/helix/task/JobDag.java
",helix
HELIX-790,16687000,2018-11-14T19:04:59.522+0000,2018-11-14T19:04:59.522+0000,hudson,Hudson,Etc/UTC,hudson,Hudson,Etc/UTC,"FAILURE: Integrated in Jenkins build helix #1573 (See [https://builds.apache.org/job/helix/1573/])
[HELIX-790] REST2.0: Add support for updating IdealState (narendly: rev abc6969d754e01c76278c266d08cc4e9fb80e910)
* (edit) helix-rest/src/main/java/org/apache/helix/rest/server/resources/AbstractResource.java
* (edit) helix-rest/src/main/java/org/apache/helix/rest/server/resources/helix/ResourceAccessor.java
* (edit) helix-rest/src/test/java/org/apache/helix/rest/server/TestResourceAccessor.java
* (edit) helix-core/src/main/java/org/apache/helix/HelixAdmin.java
* (edit) helix-core/src/main/java/org/apache/helix/manager/zk/ZKHelixAdmin.java
* (edit) helix-core/src/test/java/org/apache/helix/mock/MockHelixAdmin.java
",helix
HELIX-789,16686999,2018-11-14T19:04:58.163+0000,2018-11-14T19:04:58.163+0000,hudson,Hudson,Etc/UTC,hudson,Hudson,Etc/UTC,"FAILURE: Integrated in Jenkins build helix #1573 (See [https://builds.apache.org/job/helix/1573/])
[HELIX-789] REST2.0: Add support for update and delete for (narendly: rev 22fa03f3d8bb0863913f2a6614574443130e500a)
* (edit) helix-rest/src/main/java/org/apache/helix/rest/server/resources/helix/InstanceAccessor.java
* (edit) helix-rest/src/test/java/org/apache/helix/rest/server/TestResourceAccessor.java
* (edit) helix-rest/src/main/java/org/apache/helix/rest/server/resources/helix/ResourceAccessor.java
",helix
HELIX-788,16673703,2018-11-02T21:28:58.537+0000,2018-11-02T21:28:58.537+0000,hudson,Hudson,Etc/UTC,hudson,Hudson,Etc/UTC,"FAILURE: Integrated in Jenkins build helix #1570 (See [https://builds.apache.org/job/helix/1570/])
[HELIX-788] HELIX: Fix DefaultPipeline so that it doesn't rebalance task (narendly: rev 59536d39c85d3535408a40a46a1a60a4105ee6e4)
* (edit) helix-core/src/main/java/org/apache/helix/controller/stages/ResourceComputationStage.java
* (edit) helix-core/src/main/java/org/apache/helix/controller/stages/IntermediateStateCalcStage.java
* (edit) helix-core/src/test/java/org/apache/helix/controller/stages/TestStateTransitionPrirority.java
",helix
HELIX-786,16673702,2018-11-02T21:28:57.595+0000,2018-11-02T21:28:57.595+0000,hudson,Hudson,Etc/UTC,hudson,Hudson,Etc/UTC,"FAILURE: Integrated in Jenkins build helix #1570 (See [https://builds.apache.org/job/helix/1570/])
[HELIX-786] TEST: Make TestQuotaBasedScheduling stable (narendly: rev bced0996ed65c9a886b5e04788e2cc1c88fc37b1)
* (edit) helix-core/src/test/java/org/apache/helix/integration/task/TestQuotaBasedScheduling.java
[HELIX-786] TASK: Fix stuck tasks after Participant connection loss (narendly: rev dc25bac1ebdcddb08aaab2765abfe72008b06a31)
* (edit) helix-core/src/main/java/org/apache/helix/task/AbstractTaskDispatcher.java
",helix
HELIX-785,16673635,2018-11-02T20:27:02.042+0000,2018-11-02T20:27:02.042+0000,githubbot,ASF GitHub Bot,Etc/UTC,githubbot,ASF GitHub Bot,Etc/UTC,"GitHub user zhan849 opened a pull request:

    https://github.com/apache/helix/pull/292

    [HELIX-785] Record helix latency instead of user latency in top state handoff metrics

    - top state handoff reports helix latency instead of user latency
    - modified test cases

You can merge this pull request into a Git repository by running:

    $ git pull https://github.com/zhan849/helix harry/top-state-handoff-metrics

Alternatively you can review and apply these changes as the patch at:

    https://github.com/apache/helix/pull/292.patch

To close this pull request, make a commit to your master/trunk branch
with (at least) the following in the commit message:

    This closes #292
    
----
commit 37a58cfff91fb5f6608a4a06d1922bb5a5eb9ca1
Author: Harry Zhang <hrzhang@...>
Date:   2018-11-02T18:30:15Z

    [HELIX-785] Record helix latency instead of user latency in top state handoff metrics

----
",helix
HELIX-785,16673659,2018-11-02T20:53:29.226+0000,2018-11-02T20:53:29.226+0000,githubbot,ASF GitHub Bot,Etc/UTC,githubbot,ASF GitHub Bot,Etc/UTC,"Github user asfgit closed the pull request at:

    https://github.com/apache/helix/pull/292
",helix
HELIX-785,16673669,2018-11-02T20:55:45.887+0000,2018-11-02T20:55:45.887+0000,hudson,Hudson,Etc/UTC,hudson,Hudson,Etc/UTC,"FAILURE: Integrated in Jenkins build helix #1569 (See [https://builds.apache.org/job/helix/1569/])
[HELIX-785] Record helix latency instead of user latency in top state (hrzhang: rev ccf263c9110fa5af54f1c1cabd8b5a2af64d473e)
* (edit) helix-core/src/main/java/org/apache/helix/monitoring/mbeans/ClusterStatusMonitor.java
* (edit) helix-core/src/test/java/org/apache/helix/monitoring/mbeans/TestTopStateHandoffMetrics.java
* (edit) helix-core/src/test/resources/TestTopStateHandoffMetrics.json
* (edit) helix-core/src/main/java/org/apache/helix/controller/stages/TopStateHandoffReportStage.java
* (edit) helix-core/src/main/java/org/apache/helix/monitoring/mbeans/ResourceMonitor.java
",helix
HELIX-784,16672390,2018-11-02T00:19:51.063+0000,2018-11-02T00:19:51.063+0000,hudson,Hudson,Etc/UTC,hudson,Hudson,Etc/UTC,"FAILURE: Integrated in Jenkins build helix #1566 (See [https://builds.apache.org/job/helix/1566/])
[HELIX-784] TASK: Fix a bug in getExpiredJobs (narendly: rev befb1036f8d8be2729a800d3dde88fc1362a6489)
* (delete) helix-core/src/test/java/org/apache/helix/controller/stages/TestTaskPersistDataStage.java
* (add) helix-core/src/test/java/org/apache/helix/controller/stages/TestTaskStage.java
* (edit) helix-core/src/main/java/org/apache/helix/task/TaskUtil.java
",helix
HELIX-782,16672389,2018-11-02T00:19:49.984+0000,2018-11-02T00:19:49.984+0000,hudson,Hudson,Etc/UTC,hudson,Hudson,Etc/UTC,"FAILURE: Integrated in Jenkins build helix #1566 (See [https://builds.apache.org/job/helix/1566/])
[HELIX-782] TASK: Make TaskDriver use ZKClient's create when creating (narendly: rev 3844ad60034b029f3bbd916f629a7969117c1b26)
* (edit) helix-core/src/main/java/org/apache/helix/task/TaskUtil.java
* (edit) helix-core/src/main/java/org/apache/helix/task/TaskDriver.java
* (add) helix-core/src/test/java/org/apache/helix/task/TestWorkflowCreation.java
",helix
HELIX-780,16672032,2018-11-01T19:06:24.106+0000,2018-11-01T19:06:24.106+0000,githubbot,ASF GitHub Bot,Etc/UTC,githubbot,ASF GitHub Bot,Etc/UTC,"Github user asfgit closed the pull request at:

    https://github.com/apache/helix/pull/286
",helix
HELIX-780,16672042,2018-11-01T19:08:35.181+0000,2018-11-01T19:08:35.181+0000,hudson,Hudson,Etc/UTC,hudson,Hudson,Etc/UTC,"FAILURE: Integrated in Jenkins build helix #1563 (See [https://builds.apache.org/job/helix/1563/])
[HELIX-780] add get/add user content for workflow rest api (hrzhang: rev 71e4b6a66af1ae56a3667d5f6f5ca7ac63080997)
* (edit) helix-rest/src/main/java/org/apache/helix/rest/server/resources/helix/WorkflowAccessor.java
* (edit) helix-rest/src/test/java/org/apache/helix/rest/server/AbstractTestClass.java
* (edit) helix-rest/src/test/java/org/apache/helix/rest/server/TestWorkflowAccessor.java
",helix
HELIX-780,16672053,2018-11-01T19:12:38.475+0000,2018-11-01T19:12:38.475+0000,githubbot,ASF GitHub Bot,Etc/UTC,githubbot,ASF GitHub Bot,Etc/UTC,"GitHub user zhan849 opened a pull request:

    https://github.com/apache/helix/pull/287

    [HELIX-780] add get/add job user content rest api

    added apis and tests

You can merge this pull request into a Git repository by running:

    $ git pull https://github.com/zhan849/helix harry/tf-rest-api

Alternatively you can review and apply these changes as the patch at:

    https://github.com/apache/helix/pull/287.patch

To close this pull request, make a commit to your master/trunk branch
with (at least) the following in the commit message:

    This closes #287
    
----
commit a09a18ac55464c3e399800b4474ccb6e64d168ec
Author: Harry Zhang <hrzhang@...>
Date:   2018-10-08T22:36:53Z

    [HELIX-780] add get/add job user content rest api

----
",helix
HELIX-780,16672227,2018-11-01T21:18:32.622+0000,2018-11-01T21:18:32.622+0000,githubbot,ASF GitHub Bot,Etc/UTC,githubbot,ASF GitHub Bot,Etc/UTC,"Github user asfgit closed the pull request at:

    https://github.com/apache/helix/pull/287
",helix
HELIX-780,16672230,2018-11-01T21:20:44.991+0000,2018-11-01T21:20:44.991+0000,hudson,Hudson,Etc/UTC,hudson,Hudson,Etc/UTC,"FAILURE: Integrated in Jenkins build helix #1564 (See [https://builds.apache.org/job/helix/1564/])
[HELIX-780] add get/add job user content rest api (hrzhang: rev a09a18ac55464c3e399800b4474ccb6e64d168ec)
* (edit) helix-rest/src/main/java/org/apache/helix/rest/server/resources/helix/JobAccessor.java
* (edit) helix-rest/src/test/java/org/apache/helix/rest/server/TestJobAccessor.java
",helix
HELIX-780,16672412,2018-11-02T00:46:14.441+0000,2018-11-02T00:46:14.441+0000,githubbot,ASF GitHub Bot,Etc/UTC,githubbot,ASF GitHub Bot,Etc/UTC,"GitHub user zhan849 opened a pull request:

    https://github.com/apache/helix/pull/289

    [HELIX-780] add task user content related api and added more tests

    - added get/add task user content rest api
    - consolidated rest api behavior: when getting/adding user content, if job/workflow does not exist, throw 404
    - added more test cases

You can merge this pull request into a Git repository by running:

    $ git pull https://github.com/zhan849/helix harry/tf-rest-api

Alternatively you can review and apply these changes as the patch at:

    https://github.com/apache/helix/pull/289.patch

To close this pull request, make a commit to your master/trunk branch
with (at least) the following in the commit message:

    This closes #289
    
----
commit 18aa67b6d5c703e5b938b2f915f52a6ca856e889
Author: Harry Zhang <hrzhang@...>
Date:   2018-10-09T21:31:00Z

    [HELIX-780] add task user content related api and added more tests

----
",helix
HELIX-780,16672463,2018-11-02T01:16:15.795+0000,2018-11-02T01:16:15.795+0000,githubbot,ASF GitHub Bot,Etc/UTC,githubbot,ASF GitHub Bot,Etc/UTC,"Github user asfgit closed the pull request at:

    https://github.com/apache/helix/pull/289
",helix
HELIX-780,16672466,2018-11-02T01:18:32.355+0000,2018-11-02T01:18:32.355+0000,hudson,Hudson,Etc/UTC,hudson,Hudson,Etc/UTC,"FAILURE: Integrated in Jenkins build helix #1567 (See [https://builds.apache.org/job/helix/1567/])
[HELIX-780] add task user content related api and added more tests (hrzhang: rev 18aa67b6d5c703e5b938b2f915f52a6ca856e889)
* (edit) helix-rest/src/test/java/org/apache/helix/rest/server/TestJobAccessor.java
* (add) helix-rest/src/main/java/org/apache/helix/rest/server/resources/helix/TaskAccessor.java
* (add) helix-rest/src/test/java/org/apache/helix/rest/server/TestTaskAccessor.java
* (edit) helix-rest/src/test/java/org/apache/helix/rest/server/TestWorkflowAccessor.java
* (edit) helix-rest/src/main/java/org/apache/helix/rest/server/resources/helix/JobAccessor.java
* (edit) helix-rest/src/main/java/org/apache/helix/rest/server/resources/helix/WorkflowAccessor.java
* (edit) helix-rest/src/test/java/org/apache/helix/rest/server/AbstractTestClass.java
",helix
HELIX-779,16671943,2018-11-01T18:00:31.430+0000,2018-11-01T18:00:31.430+0000,githubbot,ASF GitHub Bot,Etc/UTC,githubbot,ASF GitHub Bot,Etc/UTC,"GitHub user zhan849 opened a pull request:

    https://github.com/apache/helix/pull/285

    [HELIX-779] do not clean list field in maintenance rebalancer for new resources

    Setting list fields to empty map will prevent newly added and initially rebalanced resources during maintenance mode from getting re-balanced after cluster exists maintenance mode.
    The right thing to do is to clear every preference list.
    
    
    Also added test case to verify

You can merge this pull request into a Git repository by running:

    $ git pull https://github.com/zhan849/helix harry/maintenance-fix

Alternatively you can review and apply these changes as the patch at:

    https://github.com/apache/helix/pull/285.patch

To close this pull request, make a commit to your master/trunk branch
with (at least) the following in the commit message:

    This closes #285
    
----
commit bfaa8399529b6e63b307c1fbe60903c3ca08fbb1
Author: Harry Zhang <hrzhang@...>
Date:   2018-10-04T22:50:16Z

    [HELIX-779] do not clean list field in maintenance rebalancer for new resources

----
",helix
HELIX-779,16671989,2018-11-01T18:45:06.599+0000,2018-11-01T18:45:06.599+0000,githubbot,ASF GitHub Bot,Etc/UTC,githubbot,ASF GitHub Bot,Etc/UTC,"Github user asfgit closed the pull request at:

    https://github.com/apache/helix/pull/285
",helix
HELIX-779,16671995,2018-11-01T18:47:25.070+0000,2018-11-01T18:47:25.070+0000,hudson,Hudson,Etc/UTC,hudson,Hudson,Etc/UTC,"FAILURE: Integrated in Jenkins build helix #1562 (See [https://builds.apache.org/job/helix/1562/])
[HELIX-779] do not clean list field in maintenance rebalancer for new (hrzhang: rev bfaa8399529b6e63b307c1fbe60903c3ca08fbb1)
* (edit) helix-core/src/test/java/org/apache/helix/integration/controller/TestClusterMaintenanceMode.java
* (edit) helix-core/src/main/java/org/apache/helix/controller/rebalancer/MaintenanceRebalancer.java
",helix
HELIX-778,16670955,2018-11-01T00:35:29.382+0000,2018-11-01T00:35:29.382+0000,hudson,Hudson,Etc/UTC,hudson,Hudson,Etc/UTC,"FAILURE: Integrated in Jenkins build helix #1561 (See [https://builds.apache.org/job/helix/1561/])
[HELIX-778] TASK: Fix a race condition in (hulee: rev ceba1a55ae351090144c001324f908f2364212a4)
* (edit) helix-core/src/test/java/org/apache/helix/integration/task/TestUnregisteredCommand.java
* (edit) helix-core/src/main/java/org/apache/helix/task/AbstractTaskDispatcher.java
",helix
HELIX-777,16670954,2018-11-01T00:35:28.488+0000,2018-11-01T00:35:28.488+0000,hudson,Hudson,Etc/UTC,hudson,Hudson,Etc/UTC,"FAILURE: Integrated in Jenkins build helix #1561 (See [https://builds.apache.org/job/helix/1561/])
[HELIX-777] TASK: Handle null currentState for unscheduled tasks (hulee: rev 5d24ed544898ff69f289f54be71a04413735d118)
* (edit) helix-core/src/main/java/org/apache/helix/task/AbstractTaskDispatcher.java
",helix
HELIX-776,16670953,2018-11-01T00:35:27.597+0000,2018-11-01T00:35:27.597+0000,hudson,Hudson,Etc/UTC,hudson,Hudson,Etc/UTC,"FAILURE: Integrated in Jenkins build helix #1561 (See [https://builds.apache.org/job/helix/1561/])
[HELIX-776] REST2.0: Add delete command to updateInstanceConfig (hulee: rev 6090732be6b88863017a93106fa692dc7350520b)
* (edit) helix-rest/src/test/java/org/apache/helix/rest/server/TestInstanceAccessor.java
* (edit) helix-rest/src/main/java/org/apache/helix/rest/server/resources/helix/InstanceAccessor.java
* (edit) helix-core/src/main/java/org/apache/helix/ConfigAccessor.java
",helix
HELIX-775,16670711,2018-10-31T20:56:51.195+0000,2018-10-31T20:56:51.195+0000,githubbot,ASF GitHub Bot,Etc/UTC,githubbot,ASF GitHub Bot,Etc/UTC,"GitHub user zhan849 opened a pull request:

    https://github.com/apache/helix/pull/282

    [HELIX-775] add task driver support for helix rest to add/get task fr…

    …amework user content
    
    
    consolidate user content related apis for task driver
    
    
    To consolidate task driver user content related apis, and corresponding rest apis, I'm deprecating the general getUserContent() api, but instead, we now have the following apis for get / add / update user content.
    
    ```java
    public void addOrUpdateWorkflowUserContentMap(String workflowName,
          final Map<String, String> contentToAddOrUpdate);
    
    public void addOrUpdateJobUserContentMap(String workflowName, String jobName,
          final Map<String, String> contentToAddOrUpdate);
    
    public void addOrUpdateTaskUserContentMap(String workflowName, String jobName,
          String taskPartitionId, final Map<String, String> contentToAddOrUpdate);
    
    
    public Map<String, String> getWorkflowUserContentMap(String workflowName);
    
    
    public Map<String, String> getJobUserContentMap(String workflowName, String jobName);
    
    public Map<String, String> getTaskUserContentMap(String workflowName, String jobName,
          String taskPartitionId);
    ```
    
    API for deleting user content is TBD but can use the same convension

You can merge this pull request into a Git repository by running:

    $ git pull https://github.com/zhan849/helix harry/task-user-content

Alternatively you can review and apply these changes as the patch at:

    https://github.com/apache/helix/pull/282.patch

To close this pull request, make a commit to your master/trunk branch
with (at least) the following in the commit message:

    This closes #282
    
----
commit 7ec5313bccb679014d6a0605ee5d7184063e555e
Author: Harry Zhang <hrzhang@...>
Date:   2018-10-31T20:55:44Z

    [HELIX-775] add task driver support for helix rest to add/get task framework user content

----
",helix
HELIX-775,16670714,2018-10-31T20:58:16.755+0000,2018-10-31T20:58:16.755+0000,githubbot,ASF GitHub Bot,Etc/UTC,githubbot,ASF GitHub Bot,Etc/UTC,"Github user asfgit closed the pull request at:

    https://github.com/apache/helix/pull/282
",helix
HELIX-775,16670726,2018-10-31T21:03:53.782+0000,2018-10-31T21:03:53.782+0000,hudson,Hudson,Etc/UTC,hudson,Hudson,Etc/UTC,"FAILURE: Integrated in Jenkins build helix #1559 (See [https://builds.apache.org/job/helix/1559/])
[HELIX-775] add task driver support for helix rest to add/get task (hrzhang: rev 7ec5313bccb679014d6a0605ee5d7184063e555e)
* (edit) helix-core/src/main/java/org/apache/helix/task/TaskUtil.java
* (edit) helix-core/src/main/java/org/apache/helix/task/TaskDriver.java
",helix
HELIX-775,16670730,2018-10-31T21:08:32.706+0000,2018-10-31T21:08:32.706+0000,githubbot,ASF GitHub Bot,Etc/UTC,githubbot,ASF GitHub Bot,Etc/UTC,"GitHub user zhan849 opened a pull request:

    https://github.com/apache/helix/pull/283

    [HELIX-775] consolidate user content related apis for task driver

    HELIX-1315: consolidate user content related apis for task driver
    
    
    To consolidate task driver user content related apis, and corresponding rest apis, I'm deprecating the general getUserContent() api, but instead, we now have the following apis for get / add / update user content.
    
    ```java
    public void addOrUpdateWorkflowUserContentMap(String workflowName,
          final Map<String, String> contentToAddOrUpdate);
    
    public void addOrUpdateJobUserContentMap(String workflowName, String jobName,
          final Map<String, String> contentToAddOrUpdate);
    
    public void addOrUpdateTaskUserContentMap(String workflowName, String jobName,
          String taskPartitionId, final Map<String, String> contentToAddOrUpdate);
    
    
    public Map<String, String> getWorkflowUserContentMap(String workflowName);
    
    
    public Map<String, String> getJobUserContentMap(String workflowName, String jobName);
    
    public Map<String, String> getTaskUserContentMap(String workflowName, String jobName,
          String taskPartitionId);
    ```
    
    delete user content api tbd but can use the same convension

You can merge this pull request into a Git repository by running:

    $ git pull https://github.com/zhan849/helix harry/task-user-content

Alternatively you can review and apply these changes as the patch at:

    https://github.com/apache/helix/pull/283.patch

To close this pull request, make a commit to your master/trunk branch
with (at least) the following in the commit message:

    This closes #283
    
----
commit b235c4ee5a82c5970d29e839317ea242813a58bc
Author: Harry Zhang <hrzhang@...>
Date:   2018-10-04T18:25:08Z

    [HELIX-775] consolidate user content related apis for task driver

----
",helix
HELIX-775,16670734,2018-10-31T21:12:15.003+0000,2018-10-31T21:12:15.003+0000,githubbot,ASF GitHub Bot,Etc/UTC,githubbot,ASF GitHub Bot,Etc/UTC,"Github user asfgit closed the pull request at:

    https://github.com/apache/helix/pull/283
",helix
HELIX-775,16670739,2018-10-31T21:14:25.929+0000,2018-10-31T21:14:25.929+0000,hudson,Hudson,Etc/UTC,hudson,Hudson,Etc/UTC,"FAILURE: Integrated in Jenkins build helix #1560 (See [https://builds.apache.org/job/helix/1560/])
[HELIX-775] consolidate user content related apis for task driver (hrzhang: rev b235c4ee5a82c5970d29e839317ea242813a58bc)
* (edit) helix-core/src/main/java/org/apache/helix/task/TaskUtil.java
* (edit) helix-core/src/main/java/org/apache/helix/task/TaskDriver.java
* (edit) helix-core/src/test/java/org/apache/helix/task/TestGetSetUserContentStore.java
",helix
